[19:42:53.452] Namespace(root_path='./datasets/kits23/train_npz', dataset='kits23', list_dir='./lists/kits23', num_classes_old=9, num_classes_new=4, output_dir='./finetune_surgical_tpgm_kits23_continual', max_iterations=10000, max_epochs=50, batch_size=32, n_gpu=1, deterministic=1, base_lr=0.001, img_size=224, seed=1234, cfg='configs/finetune.yaml', pretrained_path='./pretrain/epoch_149.pth', data_fraction=1.0, freeze_layers=0, kd_temperature=3.0, kd_weight=0.3, freeze_old_classes=False, auto_tune='RGN', gradient_batches=5, tpgm_norm_mode='mars', tpgm_lr=0.001, tpgm_iters=100, tpgm_exclude=[], tpgm_weight=0.2, tpgm_data_fraction=0.1, opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False, num_classes=4, model_num_classes=9)
[19:42:53.484] Training samples: 85699, TPGM samples: 9522
[19:42:53.486] Old classes: 9, New classes: 4, Total: 12
[19:43:03.722] Combined Surgical + TPGM Continual Learning Configuration:
[19:43:03.722] KD Temperature: 3.0
[19:43:03.722] KD Weight: 0.3
[19:43:03.722] TPGM Weight: 0.2
[19:43:03.722] Auto-tune method: RGN
[19:43:17.938] base_model.cswin_unet.stage1_conv_embed.0.weight   0.225434     0.00022543      [ACTIVE]
[19:43:17.938] base_model.cswin_unet.stage1.0.proj.bias           0.214719     0.00021472      [ACTIVE]
[19:43:17.938] base_model.cswin_unet.stage_up1.0.attns.0.get_v.bias 0.210924     0.00021092      [ACTIVE]
[19:43:17.938] base_model.cswin_unet.concat_linear3.weight        0.165940     0.00016594      [ACTIVE]
[19:43:17.938] base_model.cswin_unet.stage1.0.proj.weight         0.165448     0.00016545      [ACTIVE]
[19:43:17.938] base_model.cswin_unet.upsample3.out.bias           0.163816     0.00016382      [ACTIVE]
[19:43:17.938] base_model.cswin_unet.stage_up2.0.proj.bias        0.143750     0.00014375      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage_up1.0.mlp.fc2.weight   0.122624     0.00012262      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage1.0.mlp.fc2.weight      0.112312     0.00011231      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage1_conv_embed.2.bias     0.111993     0.00011199      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage1.0.mlp.fc2.bias        0.111473     0.00011147      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage_up1.0.proj.bias        0.111459     0.00011146      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.upsample2.out.weight         0.099351     0.00009935      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage_up1.0.mlp.fc1.weight   0.098292     0.00009829      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage1.0.mlp.fc1.weight      0.097773     0.00009777      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.output.weight                0.097095     0.00009709      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage_up1.0.mlp.fc2.bias     0.097093     0.00009709      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage_up1.0.proj.weight      0.096745     0.00009675      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage2.1.attns.1.get_v.bias  0.095233     0.00009523      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage_up2.1.attns.1.get_v.bias 0.092904     0.00009290      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.concat_linear4.weight        0.092755     0.00009276      [ACTIVE]
[19:43:17.939] base_model.cswin_unet.stage2.0.proj.bias           0.090062     0.00009006      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage2.1.attns.0.get_v.bias  0.090006     0.00009001      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up2.1.proj.bias        0.086072     0.00008607      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage1.0.attns.0.get_v.weight 0.085566     0.00008557      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up2.1.attns.0.get_v.bias 0.084190     0.00008419      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.upsample4.out.bias           0.083950     0.00008395      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.upsample1.out.weight         0.078851     0.00007885      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage2.1.proj.bias           0.076437     0.00007644      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up2.0.attns.1.get_v.bias 0.076173     0.00007617      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.upsample1.out.bias           0.071246     0.00007125      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up1.0.qkv.weight       0.069835     0.00006983      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.upsample3.out.weight         0.064567     0.00006457      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up2.0.attns.0.get_v.bias 0.061314     0.00006131      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage1.0.qkv.weight          0.053589     0.00005359      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.upsample4.encoder.bias       0.051160     0.00005116      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up2.0.proj.weight      0.047110     0.00004711      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage1.0.attns.1.get_v.weight 0.046958     0.00004696      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.upsample4.out.weight         0.046731     0.00004673      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.merge1.conv.weight           0.043778     0.00004378      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage4.0.attns.0.get_v.bias  0.043002     0.00004300      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage2.0.attns.1.get_v.bias  0.041857     0.00004186      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up2.0.mlp.fc1.weight   0.039079     0.00003908      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage_up2.1.mlp.fc2.bias     0.038111     0.00003811      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage3.6.proj.bias           0.037647     0.00003765      [ACTIVE]
[19:43:17.940] base_model.cswin_unet.stage3.7.proj.bias           0.037643     0.00003764      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage3.8.proj.bias           0.037266     0.00003727      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage_up2.0.mlp.fc2.weight   0.036696     0.00003670      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage2.1.mlp.fc2.bias        0.036320     0.00003632      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage_up2.0.mlp.fc2.bias     0.035701     0.00003570      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage_up4.0.attns.0.get_v.bias 0.035539     0.00003554      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage2.0.proj.weight         0.035480     0.00003548      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage3.8.mlp.fc2.bias        0.035381     0.00003538      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage2.0.mlp.fc2.bias        0.035195     0.00003520      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage1_conv_embed.2.weight   0.034661     0.00003466      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage3.4.proj.bias           0.034630     0.00003463      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.upsample3.down.bias          0.034034     0.00003403      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage3.5.proj.bias           0.033108     0.00003311      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage3.8.attns.1.get_v.bias  0.032535     0.00003254      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage3.5.mlp.fc2.bias        0.032198     0.00003220      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage2.0.attns.0.get_v.bias  0.030805     0.00003081      [ACTIVE]
[19:43:17.942] base_model.cswin_unet.stage3.4.mlp.fc2.bias        0.030677     0.00003068      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage3.7.mlp.fc2.bias        0.030595     0.00003060      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.upsample3.encoder.bias       0.030591     0.00003059      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage3.6.mlp.fc2.bias        0.030536     0.00003054      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up1.0.attns.1.get_v.weight 0.030429     0.00003043      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up3.7.proj.bias        0.030114     0.00003011      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up3.6.proj.bias        0.029994     0.00002999      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage2.1.proj.weight         0.028898     0.00002890      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up3.4.proj.bias        0.028795     0.00002880      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage3.2.proj.bias           0.028621     0.00002862      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up3.8.proj.bias        0.028580     0.00002858      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage3.8.attns.0.get_v.bias  0.028469     0.00002847      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage3.3.proj.bias           0.028291     0.00002829      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up2.1.proj.weight      0.028047     0.00002805      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up3.1.proj.bias        0.027746     0.00002775      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage3.2.mlp.fc2.bias        0.027680     0.00002768      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage_up3.8.mlp.fc2.bias     0.027280     0.00002728      [ACTIVE]
[19:43:17.943] base_model.cswin_unet.stage3.3.mlp.fc2.bias        0.027235     0.00002723      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up3.2.proj.bias        0.026916     0.00002692      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up3.8.attns.1.get_v.bias 0.025915     0.00002592      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage3.1.proj.bias           0.025851     0.00002585      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up3.5.proj.bias        0.025639     0.00002564      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up3.5.mlp.fc2.bias     0.025614     0.00002561      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up3.6.mlp.fc2.bias     0.025213     0.00002521      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up1.0.attns.0.get_v.weight 0.025046     0.00002505      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up2.1.mlp.fc1.weight   0.025011     0.00002501      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage3.7.attns.0.get_v.bias  0.024812     0.00002481      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up3.3.proj.bias        0.024575     0.00002458      [ACTIVE]
[19:43:17.944] base_model.cswin_unet.stage_up3.0.proj.bias        0.024406     0.00002441      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up3.7.mlp.fc2.bias     0.024393     0.00002439      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up3.4.mlp.fc2.bias     0.024006     0.00002401      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up2.0.attns.1.get_v.weight 0.023713     0.00002371      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up3.2.mlp.fc2.bias     0.023611     0.00002361      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage3.5.attns.0.get_v.bias  0.023476     0.00002348      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.upsample2.down.bias          0.023433     0.00002343      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage3.6.attns.1.get_v.bias  0.023038     0.00002304      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up3.3.mlp.fc2.bias     0.022683     0.00002268      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up3.8.attns.0.get_v.bias 0.021769     0.00002177      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.upsample4.encoder.weight     0.021130     0.00002113      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up2.0.attns.0.get_v.weight 0.020818     0.00002082      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage1.0.qkv.bias            0.020666     0.00002067      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage3.6.attns.0.get_v.bias  0.020661     0.00002066      [ACTIVE]
[19:43:17.945] base_model.cswin_unet.stage_up3.7.attns.0.get_v.bias 0.020555     0.00002056      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage2.1.mlp.fc1.weight      0.020242     0.00002024      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage2.1.qkv.weight          0.019247     0.00001925      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage_up2.1.mlp.fc2.weight   0.019012     0.00001901      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage3.1.mlp.fc2.bias        0.018952     0.00001895      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage2.0.mlp.fc2.weight      0.018933     0.00001893      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage_up1.0.qkv.bias         0.018503     0.00001850      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage_up3.6.attns.1.get_v.bias 0.018293     0.00001829      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage3.3.attns.1.get_v.bias  0.017344     0.00001734      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage_up3.1.attns.0.get_v.bias 0.017274     0.00001727      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage3.1.attns.0.get_v.bias  0.017102     0.00001710      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage_up3.1.mlp.fc2.bias     0.016868     0.00001687      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage_up3.6.attns.0.get_v.bias 0.016624     0.00001662      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage_up3.0.attns.0.get_v.bias 0.016503     0.00001650      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage2.1.mlp.fc2.weight      0.016451     0.00001645      [ACTIVE]
[19:43:17.946] base_model.cswin_unet.stage3.0.proj.bias           0.016224     0.00001622      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage_up2.0.qkv.weight       0.015692     0.00001569      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage_up3.0.attns.1.get_v.bias 0.015467     0.00001547      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.merge2.conv.weight           0.015218     0.00001522      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage_up3.5.attns.0.get_v.bias 0.015196     0.00001520      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage3.7.attns.1.get_v.bias  0.015067     0.00001507      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.upsample4.down.bias          0.015002     0.00001500      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage_up3.3.attns.0.get_v.bias 0.014744     0.00001474      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage3.4.attns.1.get_v.bias  0.014539     0.00001454      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage3.4.attns.0.get_v.bias  0.014514     0.00001451      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage_up3.1.proj.weight      0.014235     0.00001423      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.upsample3.down.weight        0.013992     0.00001399      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage_up3.3.attns.1.get_v.bias 0.013908     0.00001391      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage2.0.mlp.fc1.weight      0.013847     0.00001385      [ACTIVE]
[19:43:17.947] base_model.cswin_unet.stage_up3.2.attns.0.get_v.bias 0.013731     0.00001373      [ACTIVE]
[19:43:17.948] base_model.cswin_unet.stage3.0.proj.weight         0.013565     0.00001357      [ACTIVE]
[19:43:17.948] base_model.cswin_unet.stage3.8.proj.weight         0.013504     0.00001350      [ACTIVE]
[19:43:17.948] base_model.cswin_unet.stage_up3.0.mlp.fc2.weight   0.013426     0.00001343      [ACTIVE]
[19:43:17.948] base_model.cswin_unet.stage3.5.attns.1.get_v.bias  0.013410     0.00001341      [ACTIVE]
[19:43:17.948] base_model.cswin_unet.stage_up2.1.attns.1.get_v.weight 0.012995     0.00001299      [ACTIVE]
[19:43:17.948] base_model.cswin_unet.stage3.2.attns.0.get_v.bias  0.012977     0.00001298      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage3.3.attns.0.get_v.bias  0.012885     0.00001288      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.upsample3.encoder.weight     0.012753     0.00001275      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage_up2.1.qkv.weight       0.012746     0.00001275      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.upsample2.encoder.bias       0.012670     0.00001267      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage3.1.proj.weight         0.012597     0.00001260      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage3.5.proj.weight         0.012523     0.00001252      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage_up3.1.attns.1.get_v.bias 0.012500     0.00001250      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage_up3.4.attns.0.get_v.bias 0.012287     0.00001229      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage_up3.0.mlp.fc2.bias     0.012196     0.00001220      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage3.1.attns.1.get_v.bias  0.012158     0.00001216      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage_up3.0.proj.weight      0.012056     0.00001206      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage_up3.7.attns.1.get_v.bias 0.011954     0.00001195      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage3.6.proj.weight         0.011902     0.00001190      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage3.0.mlp.fc2.bias        0.011824     0.00001182      [ACTIVE]
[19:43:17.949] base_model.cswin_unet.stage3.0.attns.0.get_v.bias  0.011778     0.00001178      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.4.proj.weight         0.011516     0.00001152      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.7.proj.weight         0.011415     0.00001142      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.2.proj.weight         0.011357     0.00001136      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage1.0.mlp.fc1.bias        0.011269     0.00001127      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage_up3.4.attns.1.get_v.bias 0.011250     0.00001125      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.8.mlp.fc2.weight      0.011247     0.00001125      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage2.0.attns.1.get_v.weight 0.011215     0.00001122      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage2.0.attns.0.get_v.weight 0.011108     0.00001111      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.0.mlp.fc2.weight      0.011003     0.00001100      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage2.0.qkv.weight          0.010895     0.00001090      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.2.attns.1.get_v.bias  0.010891     0.00001089      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.1.attns.1.get_v.weight 0.010855     0.00001086      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.6.mlp.fc2.weight      0.010766     0.00001077      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage_up2.1.attns.0.get_v.weight 0.010760     0.00001076      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.8.attns.0.get_v.weight 0.010697     0.00001070      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.upsample4.down.weight        0.010618     0.00001062      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage2.1.attns.0.get_v.weight 0.010553     0.00001055      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.7.mlp.fc2.weight      0.010545     0.00001054      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.5.mlp.fc2.weight      0.010511     0.00001051      [ACTIVE]
[19:43:17.950] base_model.cswin_unet.stage3.3.proj.weight         0.010421     0.00001042      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage3.4.mlp.fc2.weight      0.010401     0.00001040      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage_up3.1.attns.1.get_v.weight 0.010366     0.00001037      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage_up3.2.attns.1.get_v.bias 0.010302     0.00001030      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.upsample1.down.weight        0.010299     0.00001030      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage3.0.attns.1.get_v.bias  0.010297     0.00001030      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage_up3.2.proj.weight      0.010256     0.00001026      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage3.5.attns.1.get_v.weight 0.010187     0.00001019      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage_up3.1.attns.0.get_v.weight 0.010148     0.00001015      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage3.6.attns.1.get_v.weight 0.010147     0.00001015      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage_up3.0.mlp.fc1.weight   0.010104     0.00001010      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.upsample1.down.bias          0.010002     0.00001000      [ACTIVE]
[19:43:17.951] base_model.cswin_unet.stage_up3.3.proj.weight      0.009978     0.00000998      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage3.1.mlp.fc2.weight      0.009891     0.00000989      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage3.4.attns.0.get_v.weight 0.009793     0.00000979      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage3.3.mlp.fc2.weight      0.009745     0.00000974      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage_up3.5.attns.1.get_v.bias 0.009613     0.00000961      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage_up3.1.mlp.fc2.weight   0.009452     0.00000945      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage_up3.8.proj.weight      0.009446     0.00000945      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage3.2.attns.1.get_v.weight 0.009427     0.00000943      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage_up3.2.attns.0.get_v.weight 0.009374     0.00000937      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage3.5.attns.0.get_v.weight 0.009358     0.00000936      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage3.4.attns.1.get_v.weight 0.009251     0.00000925      [ACTIVE]
[19:43:17.952] base_model.cswin_unet.stage_up3.0.attns.0.get_v.weight 0.009239     0.00000924      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage_up3.3.attns.0.get_v.weight 0.009223     0.00000922      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage2.1.attns.1.get_v.weight 0.009135     0.00000913      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage3.2.mlp.fc2.weight      0.009102     0.00000910      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage3.3.attns.1.get_v.weight 0.008999     0.00000900      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage_up3.4.proj.weight      0.008966     0.00000897      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage_up3.2.attns.1.get_v.weight 0.008891     0.00000889      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage3.6.attns.0.get_v.weight 0.008808     0.00000881      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage3.0.attns.0.get_v.weight 0.008778     0.00000878      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage_up3.5.proj.weight      0.008733     0.00000873      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage_up3.4.attns.0.get_v.weight 0.008676     0.00000868      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage3.2.attns.0.get_v.weight 0.008637     0.00000864      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage_up3.3.mlp.fc2.weight   0.008595     0.00000859      [ACTIVE]
[19:43:17.953] base_model.cswin_unet.stage_up3.6.mlp.fc2.weight   0.008593     0.00000859      [ACTIVE]
[19:43:17.954] base_model.cswin_unet.stage_up3.4.mlp.fc2.weight   0.008532     0.00000853      [ACTIVE]
[19:43:17.954] base_model.cswin_unet.stage_up3.5.mlp.fc2.weight   0.008441     0.00000844      [ACTIVE]
[19:43:17.954] base_model.cswin_unet.stage_up3.3.attns.1.get_v.weight 0.008432     0.00000843      [ACTIVE]
[19:43:17.954] base_model.cswin_unet.stage_up3.2.mlp.fc2.weight   0.008422     0.00000842      [ACTIVE]
[19:43:17.954] base_model.cswin_unet.stage_up3.7.proj.weight      0.008412     0.00000841      [ACTIVE]
