[11:06:11.134] Namespace(root_path='./datasets/kits23/train_npz', dataset='kits23', list_dir='./lists/kits23', num_classes=4, model_num_classes=9, output_dir='./finetune_tpgm_kits23_debug_2', max_iterations=10000, max_epochs=10, batch_size=16, n_gpu=1, deterministic=1, base_lr=0.005, img_size=224, seed=1234, cfg='configs/finetune.yaml', pretrained_path='./pretrain/epoch_149.pth', data_fraction=0.2, freeze_layers=0, opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False, tpgm_norm_mode='l2', tpgm_lr=0.001, tpgm_iters=300, tpgm_exclude=[], tpgm_frequency=1, tpgm_start_epoch=1, disable_tpgm=False, gpu_id=0)
[11:06:11.163] Using 19044/95221 samples for finetuning
[11:06:11.163] Using 50/95221 samples for TPGM
[11:06:11.164] TPGM enabled: True
[11:06:21.516] 1191 iterations per epoch
[11:06:34.989] Epoch 0, Iter 10: loss=0.6437, ce=0.4745, dice=0.7566, grad_norm=9.709021
[11:09:46.415] Epoch 0, Iter 800: loss=0.4542, ce=0.0319, dice=0.7356, grad_norm=0.060252
[11:09:48.813] Epoch 0, Iter 810: loss=0.4617, ce=0.0656, dice=0.7258, grad_norm=0.095611
[11:09:51.193] Epoch 0, Iter 820: loss=0.4573, ce=0.0429, dice=0.7335, grad_norm=0.012797
[11:09:53.540] Epoch 0, Iter 830: loss=0.4650, ce=0.0721, dice=0.7269, grad_norm=0.027027
[11:09:55.901] Epoch 0, Iter 840: loss=0.4689, ce=0.0779, dice=0.7296, grad_norm=0.032320
[11:09:58.287] Epoch 0, Iter 850: loss=0.4751, ce=0.0832, dice=0.7364, grad_norm=0.041072
[11:10:00.872] Epoch 0, Iter 860: loss=0.4596, ce=0.0550, dice=0.7293, grad_norm=0.022635
[11:10:03.889] Epoch 0, Iter 870: loss=0.4551, ce=0.0375, dice=0.7335, grad_norm=0.059152
[11:10:06.657] Epoch 0, Iter 880: loss=0.4604, ce=0.0483, dice=0.7352, grad_norm=0.132369
[11:10:09.134] Epoch 0, Iter 890: loss=0.4830, ce=0.1163, dice=0.7275, grad_norm=0.075714
[11:10:11.514] Epoch 0, Iter 900: loss=0.4536, ce=0.0214, dice=0.7418, grad_norm=0.009347
[11:10:13.892] Epoch 0, Iter 910: loss=0.4627, ce=0.0665, dice=0.7268, grad_norm=0.024460
[11:10:16.252] Epoch 0, Iter 920: loss=0.4595, ce=0.0357, dice=0.7421, grad_norm=0.029774
[11:10:18.619] Epoch 0, Iter 930: loss=0.4648, ce=0.0638, dice=0.7322, grad_norm=0.009313
[11:10:20.989] Epoch 0, Iter 940: loss=0.4566, ce=0.0471, dice=0.7296, grad_norm=0.008187
[11:10:23.384] Epoch 0, Iter 950: loss=0.4620, ce=0.0691, dice=0.7240, grad_norm=0.016331
[11:10:25.799] Epoch 0, Iter 960: loss=0.4702, ce=0.0616, dice=0.7425, grad_norm=0.023729
[11:10:28.162] Epoch 0, Iter 970: loss=0.4614, ce=0.0496, dice=0.7360, grad_norm=0.130026
[11:10:30.506] Epoch 0, Iter 980: loss=0.4616, ce=0.0462, dice=0.7385, grad_norm=0.030858
[11:10:32.880] Epoch 0, Iter 990: loss=0.4582, ce=0.0467, dice=0.7326, grad_norm=0.016138
[11:10:35.232] Epoch 0, Iter 1000: loss=0.4577, ce=0.0451, dice=0.7328, grad_norm=0.039534
[11:10:37.606] Epoch 0, Iter 1010: loss=0.4729, ce=0.0979, dice=0.7229, grad_norm=0.029613
[11:10:39.961] Epoch 0, Iter 1020: loss=0.4557, ce=0.0364, dice=0.7352, grad_norm=0.020094
[11:10:42.398] Epoch 0, Iter 1030: loss=0.4600, ce=0.0701, dice=0.7200, grad_norm=0.027848
[11:10:44.822] Epoch 0, Iter 1040: loss=0.4617, ce=0.0676, dice=0.7244, grad_norm=0.012525
[11:10:47.254] Epoch 0, Iter 1050: loss=0.4792, ce=0.0952, dice=0.7352, grad_norm=0.073783
[11:10:49.620] Epoch 0, Iter 1060: loss=0.4562, ce=0.0354, dice=0.7367, grad_norm=0.058851
[11:10:52.079] Epoch 0, Iter 1070: loss=0.4579, ce=0.0446, dice=0.7334, grad_norm=0.018926
[11:10:54.490] Epoch 0, Iter 1080: loss=0.4572, ce=0.0446, dice=0.7323, grad_norm=0.094219
[11:10:56.927] Epoch 0, Iter 1090: loss=0.4756, ce=0.1089, dice=0.7200, grad_norm=0.035785
[11:10:59.287] Epoch 0, Iter 1100: loss=0.4553, ce=0.0450, dice=0.7288, grad_norm=0.022024
[11:11:01.654] Epoch 0, Iter 1110: loss=0.4579, ce=0.0485, dice=0.7309, grad_norm=0.011487
[11:11:04.016] Epoch 0, Iter 1120: loss=0.4573, ce=0.0478, dice=0.7302, grad_norm=0.013485
[11:11:06.359] Epoch 0, Iter 1130: loss=0.4627, ce=0.0688, dice=0.7253, grad_norm=0.032472
[11:11:08.700] Epoch 0, Iter 1140: loss=0.4635, ce=0.0542, dice=0.7363, grad_norm=0.024755
[11:11:11.065] Epoch 0, Iter 1150: loss=0.4596, ce=0.0698, dice=0.7196, grad_norm=0.025234
[11:11:13.417] Epoch 0, Iter 1160: loss=0.4603, ce=0.0534, dice=0.7315, grad_norm=0.026291
[11:11:15.837] Epoch 0, Iter 1170: loss=0.4805, ce=0.1152, dice=0.7240, grad_norm=0.043970
[11:11:18.207] Epoch 0, Iter 1180: loss=0.4576, ce=0.0482, dice=0.7305, grad_norm=0.010537
[11:11:20.600] Epoch 0, Iter 1190: loss=0.4672, ce=0.0851, dice=0.7219, grad_norm=0.025682
[11:11:21.389] Epoch 0: Avg Loss=0.4778, CE=0.0977, Dice=0.7312
[11:11:34.048] Epoch 1, Iter 1200: loss=0.4607, ce=0.0465, dice=0.7368, grad_norm=0.018228
[11:11:36.437] Epoch 1, Iter 1210: loss=0.4570, ce=0.0527, dice=0.7265, grad_norm=0.026911
[11:11:38.821] Epoch 1, Iter 1220: loss=0.4598, ce=0.0602, dice=0.7261, grad_norm=0.006177
[11:11:41.178] Epoch 1, Iter 1230: loss=0.4615, ce=0.0641, dice=0.7264, grad_norm=0.011586
[11:11:43.559] Epoch 1, Iter 1240: loss=0.4650, ce=0.0808, dice=0.7211, grad_norm=0.044773
[11:11:45.917] Epoch 1, Iter 1250: loss=0.4641, ce=0.0638, dice=0.7309, grad_norm=0.035129
[11:11:48.299] Epoch 1, Iter 1260: loss=0.4621, ce=0.0715, dice=0.7225, grad_norm=0.065675
[11:11:50.681] Epoch 1, Iter 1270: loss=0.4522, ce=0.0257, dice=0.7366, grad_norm=0.014557
[11:11:53.022] Epoch 1, Iter 1280: loss=0.4646, ce=0.0407, dice=0.7471, grad_norm=0.099350
[11:11:55.376] Epoch 1, Iter 1290: loss=0.4538, ce=0.0415, dice=0.7287, grad_norm=0.007944
[11:11:57.714] Epoch 1, Iter 1300: loss=0.4623, ce=0.0817, dice=0.7161, grad_norm=0.030274
[11:12:00.060] Epoch 1, Iter 1310: loss=0.4613, ce=0.0629, dice=0.7269, grad_norm=0.041554
[11:12:02.397] Epoch 1, Iter 1320: loss=0.4580, ce=0.0580, dice=0.7247, grad_norm=0.036243
[11:12:04.737] Epoch 1, Iter 1330: loss=0.4756, ce=0.0821, dice=0.7380, grad_norm=0.040612
[11:12:07.070] Epoch 1, Iter 1340: loss=0.4579, ce=0.0555, dice=0.7262, grad_norm=0.064560
[11:12:09.413] Epoch 1, Iter 1350: loss=0.4687, ce=0.0839, dice=0.7253, grad_norm=0.054869
[11:12:11.752] Epoch 1, Iter 1360: loss=0.4694, ce=0.1012, dice=0.7150, grad_norm=0.053090
[11:12:14.091] Epoch 1, Iter 1370: loss=0.4561, ce=0.0541, dice=0.7242, grad_norm=0.016336
[11:12:16.422] Epoch 1, Iter 1380: loss=0.4564, ce=0.0535, dice=0.7250, grad_norm=0.022847
[11:12:18.776] Epoch 1, Iter 1390: loss=0.4706, ce=0.0839, dice=0.7284, grad_norm=0.054838
[11:12:21.143] Epoch 1, Iter 1400: loss=0.4529, ce=0.0473, dice=0.7233, grad_norm=0.035211
[11:12:23.558] Epoch 1, Iter 1410: loss=0.4552, ce=0.0529, dice=0.7235, grad_norm=0.003677
[11:12:25.975] Epoch 1, Iter 1420: loss=0.4579, ce=0.0603, dice=0.7229, grad_norm=0.038343
[11:12:28.479] Epoch 1, Iter 1430: loss=0.4563, ce=0.0587, dice=0.7213, grad_norm=0.069147
[11:12:30.874] Epoch 1, Iter 1440: loss=0.4536, ce=0.0473, dice=0.7244, grad_norm=0.008971
[11:12:33.261] Epoch 1, Iter 1450: loss=0.4579, ce=0.0570, dice=0.7253, grad_norm=0.020308
[11:12:35.690] Epoch 1, Iter 1460: loss=0.4570, ce=0.0484, dice=0.7294, grad_norm=0.069220
[11:12:38.169] Epoch 1, Iter 1470: loss=0.4745, ce=0.0927, dice=0.7290, grad_norm=0.044351
[11:12:40.533] Epoch 1, Iter 1480: loss=0.4548, ce=0.0651, dice=0.7146, grad_norm=0.028053
[11:12:42.875] Epoch 1, Iter 1490: loss=0.4570, ce=0.0427, dice=0.7332, grad_norm=0.007741
[11:12:45.211] Epoch 1, Iter 1500: loss=0.4563, ce=0.0438, dice=0.7312, grad_norm=0.041169
[11:12:47.544] Epoch 1, Iter 1510: loss=0.4527, ce=0.0417, dice=0.7267, grad_norm=0.024529
[11:12:49.898] Epoch 1, Iter 1520: loss=0.4632, ce=0.0622, dice=0.7305, grad_norm=0.037984
[11:12:52.250] Epoch 1, Iter 1530: loss=0.4676, ce=0.0754, dice=0.7291, grad_norm=0.022327
[11:12:54.588] Epoch 1, Iter 1540: loss=0.4610, ce=0.0638, dice=0.7258, grad_norm=0.036801
[11:12:56.934] Epoch 1, Iter 1550: loss=0.4554, ce=0.0452, dice=0.7290, grad_norm=0.010196
[11:12:59.296] Epoch 1, Iter 1560: loss=0.4603, ce=0.0596, dice=0.7274, grad_norm=0.028774
[11:13:01.690] Epoch 1, Iter 1570: loss=0.4581, ce=0.0656, dice=0.7198, grad_norm=0.015046
[11:13:04.025] Epoch 1, Iter 1580: loss=0.4556, ce=0.0342, dice=0.7366, grad_norm=0.014215
[11:13:06.399] Epoch 1, Iter 1590: loss=0.4660, ce=0.0912, dice=0.7158, grad_norm=0.012334
[11:13:08.752] Epoch 1, Iter 1600: loss=0.4644, ce=0.0712, dice=0.7265, grad_norm=0.051102
[11:13:11.200] Epoch 1, Iter 1610: loss=0.4655, ce=0.0877, dice=0.7174, grad_norm=0.019607
[11:13:13.545] Epoch 1, Iter 1620: loss=0.4607, ce=0.0706, dice=0.7207, grad_norm=0.031930
[11:13:15.932] Epoch 1, Iter 1630: loss=0.4583, ce=0.0478, dice=0.7319, grad_norm=0.015527
[11:13:18.255] Epoch 1, Iter 1640: loss=0.4645, ce=0.0634, dice=0.7320, grad_norm=0.034659
[11:13:20.679] Epoch 1, Iter 1650: loss=0.4626, ce=0.0684, dice=0.7254, grad_norm=0.027126
[11:13:23.004] Epoch 1, Iter 1660: loss=0.4612, ce=0.0498, dice=0.7355, grad_norm=0.021323
[11:13:25.424] Epoch 1, Iter 1670: loss=0.4554, ce=0.0476, dice=0.7272, grad_norm=0.042290
[11:13:27.851] Epoch 1, Iter 1680: loss=0.4684, ce=0.0725, dice=0.7322, grad_norm=0.020341
[11:13:30.313] Epoch 1, Iter 1690: loss=0.4662, ce=0.0815, dice=0.7226, grad_norm=0.012147
[11:13:32.797] Epoch 1, Iter 1700: loss=0.4561, ce=0.0473, dice=0.7286, grad_norm=0.010318
[11:13:35.359] Epoch 1, Iter 1710: loss=0.4723, ce=0.0880, dice=0.7286, grad_norm=0.036118
[11:13:37.884] Epoch 1, Iter 1720: loss=0.4610, ce=0.0630, dice=0.7263, grad_norm=0.024889
[11:13:40.316] Epoch 1, Iter 1730: loss=0.4651, ce=0.0809, dice=0.7212, grad_norm=0.015318
[11:13:42.670] Epoch 1, Iter 1740: loss=0.4559, ce=0.0484, dice=0.7276, grad_norm=0.011927
[11:13:45.071] Epoch 1, Iter 1750: loss=0.4622, ce=0.0426, dice=0.7420, grad_norm=0.052080
[11:13:47.491] Epoch 1, Iter 1760: loss=0.4655, ce=0.0687, dice=0.7301, grad_norm=0.039428
[11:13:49.918] Epoch 1, Iter 1770: loss=0.4622, ce=0.0710, dice=0.7229, grad_norm=0.048089
[11:13:52.313] Epoch 1, Iter 1780: loss=0.4665, ce=0.0669, dice=0.7329, grad_norm=0.040675
[11:13:54.749] Epoch 1, Iter 1790: loss=0.4611, ce=0.0630, dice=0.7265, grad_norm=0.064549
[11:13:57.188] Epoch 1, Iter 1800: loss=0.4563, ce=0.0389, dice=0.7345, grad_norm=0.012384
[11:13:59.593] Epoch 1, Iter 1810: loss=0.4561, ce=0.0460, dice=0.7295, grad_norm=0.021528
[11:14:02.006] Epoch 1, Iter 1820: loss=0.4567, ce=0.0578, dice=0.7227, grad_norm=0.014734
[11:14:04.424] Epoch 1, Iter 1830: loss=0.4580, ce=0.0541, dice=0.7273, grad_norm=0.045004
[11:14:06.827] Epoch 1, Iter 1840: loss=0.4609, ce=0.0582, dice=0.7295, grad_norm=0.022994
[11:14:09.241] Epoch 1, Iter 1850: loss=0.4607, ce=0.0603, dice=0.7276, grad_norm=0.009297
[11:14:11.702] Epoch 1, Iter 1860: loss=0.4533, ce=0.0355, dice=0.7318, grad_norm=0.045893
[11:14:14.116] Epoch 1, Iter 1870: loss=0.4605, ce=0.0640, dice=0.7248, grad_norm=0.016585
[11:14:16.535] Epoch 1, Iter 1880: loss=0.4581, ce=0.0662, dice=0.7194, grad_norm=0.018741
[11:14:18.961] Epoch 1, Iter 1890: loss=0.4588, ce=0.0572, dice=0.7265, grad_norm=0.028495
[11:14:21.382] Epoch 1, Iter 1900: loss=0.4681, ce=0.0625, dice=0.7385, grad_norm=0.033390
[11:14:23.802] Epoch 1, Iter 1910: loss=0.4554, ce=0.0467, dice=0.7278, grad_norm=0.005048
[11:14:26.203] Epoch 1, Iter 1920: loss=0.4701, ce=0.0942, dice=0.7207, grad_norm=0.030416
[11:14:28.622] Epoch 1, Iter 1930: loss=0.4592, ce=0.0696, dice=0.7189, grad_norm=0.022111
[11:14:31.027] Epoch 1, Iter 1940: loss=0.4651, ce=0.0705, dice=0.7282, grad_norm=0.027084
[11:14:33.438] Epoch 1, Iter 1950: loss=0.4553, ce=0.0393, dice=0.7326, grad_norm=0.020919
[11:14:35.861] Epoch 1, Iter 1960: loss=0.4656, ce=0.0683, dice=0.7304, grad_norm=0.010768
[11:14:38.280] Epoch 1, Iter 1970: loss=0.4642, ce=0.0753, dice=0.7234, grad_norm=0.023074
[11:14:40.705] Epoch 1, Iter 1980: loss=0.4613, ce=0.0707, dice=0.7216, grad_norm=0.028593
[11:14:43.140] Epoch 1, Iter 1990: loss=0.4619, ce=0.0807, dice=0.7160, grad_norm=0.015974
[11:14:45.551] Epoch 1, Iter 2000: loss=0.4596, ce=0.0489, dice=0.7333, grad_norm=0.019766
[11:14:47.967] Epoch 1, Iter 2010: loss=0.4647, ce=0.0707, dice=0.7273, grad_norm=0.025419
[11:14:50.430] Epoch 1, Iter 2020: loss=0.4564, ce=0.0578, dice=0.7222, grad_norm=0.008573
[11:14:52.884] Epoch 1, Iter 2030: loss=0.4648, ce=0.0756, dice=0.7242, grad_norm=0.038266
[11:14:55.355] Epoch 1, Iter 2040: loss=0.4706, ce=0.0800, dice=0.7311, grad_norm=0.020685
[11:14:57.779] Epoch 1, Iter 2050: loss=0.4652, ce=0.0561, dice=0.7379, grad_norm=0.025180
[11:15:00.239] Epoch 1, Iter 2060: loss=0.4599, ce=0.0678, dice=0.7213, grad_norm=0.028373
[11:15:02.689] Epoch 1, Iter 2070: loss=0.4579, ce=0.0679, dice=0.7178, grad_norm=0.013448
[11:15:05.140] Epoch 1, Iter 2080: loss=0.4703, ce=0.0793, dice=0.7310, grad_norm=0.033470
[11:15:07.567] Epoch 1, Iter 2090: loss=0.4615, ce=0.0785, dice=0.7168, grad_norm=0.016488
[11:15:09.980] Epoch 1, Iter 2100: loss=0.4620, ce=0.0670, dice=0.7254, grad_norm=0.016359
[11:15:12.371] Epoch 1, Iter 2110: loss=0.4577, ce=0.0572, dice=0.7247, grad_norm=0.013572
[11:15:14.804] Epoch 1, Iter 2120: loss=0.4559, ce=0.0609, dice=0.7192, grad_norm=0.036287
[11:15:17.298] Epoch 1, Iter 2130: loss=0.4538, ce=0.0506, dice=0.7225, grad_norm=0.006083
[11:15:19.805] Epoch 1, Iter 2140: loss=0.4545, ce=0.0574, dice=0.7192, grad_norm=0.023338
[11:15:22.201] Epoch 1, Iter 2150: loss=0.4578, ce=0.0461, dice=0.7322, grad_norm=0.021105
[11:15:24.625] Epoch 1, Iter 2160: loss=0.4636, ce=0.0675, dice=0.7276, grad_norm=0.036862
[11:15:27.038] Epoch 1, Iter 2170: loss=0.4613, ce=0.0608, dice=0.7282, grad_norm=0.039817
[11:15:29.462] Epoch 1, Iter 2180: loss=0.4611, ce=0.0488, dice=0.7360, grad_norm=0.028807
[11:15:31.962] Epoch 1, Iter 2190: loss=0.4578, ce=0.0662, dice=0.7188, grad_norm=0.018494
[11:15:34.336] Epoch 1, Iter 2200: loss=0.4568, ce=0.0535, dice=0.7258, grad_norm=0.013303
[11:15:36.741] Epoch 1, Iter 2210: loss=0.4581, ce=0.0637, dice=0.7211, grad_norm=0.016804
[11:15:39.153] Epoch 1, Iter 2220: loss=0.4589, ce=0.0569, dice=0.7269, grad_norm=0.009923
[11:15:41.573] Epoch 1, Iter 2230: loss=0.4606, ce=0.0564, dice=0.7300, grad_norm=0.033390
[11:15:43.983] Epoch 1, Iter 2240: loss=0.4600, ce=0.0514, dice=0.7325, grad_norm=0.015343
[11:15:46.402] Epoch 1, Iter 2250: loss=0.4564, ce=0.0610, dice=0.7199, grad_norm=0.009260
