[14:30:48.393] Namespace(root_path='./datasets/lits17/train_npz', dataset='lits17', list_dir='./lists/lits17', stage=2, num_classes_old=12, num_classes_new=3, num_classes_lits17=3, output_dir='./simple_finetuning_lits17', max_iterations=10000, max_epochs=15, batch_size=32, n_gpu=1, deterministic=1, base_lr=0.001, img_size=224, seed=1234, cfg='configs/finetune.yaml', pretrained_path='./debug_simple/continual_surgical_tpgm_final.pth', data_fraction=0.5, kd_temperature=3.0, kd_weight=0.2, freeze_old_classes=False, auto_tune='none', gradient_batches=5, tpgm_norm_mode='l2', tpgm_lr=0.01, tpgm_iters=200, tpgm_exclude=[], tpgm_frequency=5, tpgm_start_epoch=10, disable_tpgm=True, tpgm_data_fraction=0.1, opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False)
[14:30:48.397] Stage 2: Using 7421/14843 samples (50.0%) for continual learning
[14:30:48.397] Old classes: 12, New classes: 3, Total: 14
[14:41:42.164] iteration 970 : loss : 123.137665, loss_ce: 0.021125, loss_kd: 613.160706
[14:41:47.855] iteration 980 : loss : 92.932503, loss_ce: 0.039297, loss_kd: 462.146362
[14:41:53.562] iteration 990 : loss : 131.600433, loss_ce: 0.018223, loss_kd: 655.501404
[14:41:59.254] iteration 1000 : loss : 86.688187, loss_ce: 0.021301, loss_kd: 430.944733
[14:42:04.967] iteration 1010 : loss : 87.702614, loss_ce: 0.030036, loss_kd: 435.971649
[14:42:10.671] iteration 1020 : loss : 69.772774, loss_ce: 0.014449, loss_kd: 346.337128
[14:42:16.388] iteration 1030 : loss : 78.425766, loss_ce: 0.024515, loss_kd: 389.632935
[14:42:22.094] iteration 1040 : loss : 63.799427, loss_ce: 0.016071, loss_kd: 316.460449
[14:42:27.819] iteration 1050 : loss : 68.701126, loss_ce: 0.012261, loss_kd: 340.994720
[14:42:33.536] iteration 1060 : loss : 53.634384, loss_ce: 0.021993, loss_kd: 265.620422
[14:42:39.270] iteration 1070 : loss : 57.921680, loss_ce: 0.036286, loss_kd: 287.040314
[14:42:44.996] iteration 1080 : loss : 46.297493, loss_ce: 0.037302, loss_kd: 228.941925
[14:42:50.740] iteration 1090 : loss : 48.604809, loss_ce: 0.036116, loss_kd: 240.457214
[14:42:56.462] iteration 1100 : loss : 50.220287, loss_ce: 0.024159, loss_kd: 248.587341
[14:43:02.204] iteration 1110 : loss : 49.153099, loss_ce: 0.023858, loss_kd: 243.214615
[14:43:07.932] iteration 1120 : loss : 46.965298, loss_ce: 0.018666, loss_kd: 232.251389
[14:43:13.673] iteration 1130 : loss : 41.302044, loss_ce: 0.016698, loss_kd: 203.983093
[14:43:19.405] iteration 1140 : loss : 57.331364, loss_ce: 0.025028, loss_kd: 284.127930
[14:43:25.154] iteration 1150 : loss : 41.182877, loss_ce: 0.038828, loss_kd: 203.380280
[14:43:30.829] iteration 1160 : loss : 43.454536, loss_ce: 0.030690, loss_kd: 214.720428
[14:43:31.555] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_4.pth
[14:43:47.345] iteration 1170 : loss : 47.097809, loss_ce: 0.036248, loss_kd: 232.943542
[14:43:53.025] iteration 1180 : loss : 61.943493, loss_ce: 0.031577, loss_kd: 307.182129
[14:43:58.725] iteration 1190 : loss : 49.558270, loss_ce: 0.015491, loss_kd: 245.316483
[14:44:04.418] iteration 1200 : loss : 49.077793, loss_ce: 0.013504, loss_kd: 242.890091
[14:44:10.129] iteration 1210 : loss : 44.062092, loss_ce: 0.029150, loss_kd: 217.810181
[14:44:15.829] iteration 1220 : loss : 41.573704, loss_ce: 0.019496, loss_kd: 205.346176
[14:44:21.543] iteration 1230 : loss : 48.162815, loss_ce: 0.011358, loss_kd: 238.297516
[14:44:27.251] iteration 1240 : loss : 47.709602, loss_ce: 0.024552, loss_kd: 236.062027
[14:44:32.966] iteration 1250 : loss : 39.838913, loss_ce: 0.032744, loss_kd: 196.643875
[14:44:38.681] iteration 1260 : loss : 53.316612, loss_ce: 0.042629, loss_kd: 264.055176
[14:44:44.404] iteration 1270 : loss : 50.947422, loss_ce: 0.021696, loss_kd: 252.200165
[14:44:50.119] iteration 1280 : loss : 42.940712, loss_ce: 0.025479, loss_kd: 212.177628
[14:44:55.847] iteration 1290 : loss : 107.151031, loss_ce: 0.032324, loss_kd: 533.219360
[14:45:01.570] iteration 1300 : loss : 57.323845, loss_ce: 0.020490, loss_kd: 284.091522
[14:45:07.310] iteration 1310 : loss : 79.447441, loss_ce: 0.019637, loss_kd: 394.749512
[14:45:13.036] iteration 1320 : loss : 60.564438, loss_ce: 0.022953, loss_kd: 300.325531
[14:45:18.776] iteration 1330 : loss : 62.152008, loss_ce: 0.010235, loss_kd: 308.253601
[14:45:24.504] iteration 1340 : loss : 83.468933, loss_ce: 0.011182, loss_kd: 414.827850
[14:45:30.240] iteration 1350 : loss : 82.351433, loss_ce: 0.027568, loss_kd: 409.242188
[14:45:35.967] iteration 1360 : loss : 108.552933, loss_ce: 0.008134, loss_kd: 540.210083
[14:45:41.704] iteration 1370 : loss : 82.505661, loss_ce: 0.024637, loss_kd: 410.038940
[14:45:47.430] iteration 1380 : loss : 79.212234, loss_ce: 0.015700, loss_kd: 393.560577
[14:45:53.172] iteration 1390 : loss : 58.108322, loss_ce: 0.028559, loss_kd: 288.029175
[14:46:09.547] iteration 1400 : loss : 76.659851, loss_ce: 0.022753, loss_kd: 380.751251
[14:46:15.241] iteration 1410 : loss : 66.246300, loss_ce: 0.030397, loss_kd: 328.717865
[14:46:20.928] iteration 1420 : loss : 170.258911, loss_ce: 0.019016, loss_kd: 848.816345
[14:46:26.639] iteration 1430 : loss : 111.007576, loss_ce: 0.013957, loss_kd: 552.502258
[14:46:32.331] iteration 1440 : loss : 89.643326, loss_ce: 0.016696, loss_kd: 445.696930
[14:46:38.050] iteration 1450 : loss : 78.611778, loss_ce: 0.013728, loss_kd: 390.571045
[14:46:43.757] iteration 1460 : loss : 78.406914, loss_ce: 0.038486, loss_kd: 389.466675
[14:46:49.475] iteration 1470 : loss : 58.269993, loss_ce: 0.016021, loss_kd: 288.844543
[14:46:55.188] iteration 1480 : loss : 43.138519, loss_ce: 0.027394, loss_kd: 213.222275
[14:47:00.913] iteration 1490 : loss : 117.863686, loss_ce: 0.012962, loss_kd: 586.846680
[14:47:06.643] iteration 1500 : loss : 73.100677, loss_ce: 0.031309, loss_kd: 362.936188
[14:47:12.383] iteration 1510 : loss : 78.671486, loss_ce: 0.016618, loss_kd: 390.833130
[14:47:18.111] iteration 1520 : loss : 80.403656, loss_ce: 0.016595, loss_kd: 399.536743
[14:47:23.849] iteration 1530 : loss : 87.244850, loss_ce: 0.025367, loss_kd: 433.665466
[14:47:29.569] iteration 1540 : loss : 54.509930, loss_ce: 0.020769, loss_kd: 270.037140
[14:47:35.311] iteration 1550 : loss : 75.566002, loss_ce: 0.008833, loss_kd: 375.334290
[14:47:41.041] iteration 1560 : loss : 61.081867, loss_ce: 0.013108, loss_kd: 302.938995
[14:47:46.779] iteration 1570 : loss : 80.589729, loss_ce: 0.024275, loss_kd: 400.466675
[14:47:52.511] iteration 1580 : loss : 202.171463, loss_ce: 0.019516, loss_kd: 1008.333130
[14:47:58.255] iteration 1590 : loss : 94.891640, loss_ce: 0.025680, loss_kd: 471.924500
[14:48:03.989] iteration 1600 : loss : 83.287704, loss_ce: 0.023572, loss_kd: 413.924072
[14:48:09.744] iteration 1610 : loss : 97.610130, loss_ce: 0.032203, loss_kd: 485.534790
[14:48:15.480] iteration 1620 : loss : 73.695229, loss_ce: 0.038838, loss_kd: 365.949524
[14:48:31.790] iteration 1630 : loss : 73.367058, loss_ce: 0.022311, loss_kd: 364.325500
[14:48:37.468] iteration 1640 : loss : 67.129105, loss_ce: 0.023999, loss_kd: 333.146362
[14:48:43.170] iteration 1650 : loss : 73.386314, loss_ce: 0.009460, loss_kd: 364.435486
[14:48:48.867] iteration 1660 : loss : 72.326492, loss_ce: 0.009681, loss_kd: 359.155884
[14:48:54.577] iteration 1670 : loss : 133.787125, loss_ce: 0.023081, loss_kd: 666.399902
[14:49:00.275] iteration 1680 : loss : 84.908005, loss_ce: 0.022782, loss_kd: 422.006775
[14:49:05.988] iteration 1690 : loss : 89.088997, loss_ce: 0.019585, loss_kd: 442.926575
[14:49:11.693] iteration 1700 : loss : 95.315613, loss_ce: 0.015124, loss_kd: 474.108337
[14:49:17.418] iteration 1710 : loss : 60.655396, loss_ce: 0.029660, loss_kd: 300.754913
[14:49:23.132] iteration 1720 : loss : 51.060040, loss_ce: 0.009035, loss_kd: 252.815186
[14:49:28.860] iteration 1730 : loss : 60.590313, loss_ce: 0.020505, loss_kd: 300.439697
[14:49:34.580] iteration 1740 : loss : 44.363026, loss_ce: 0.015660, loss_kd: 219.283981
[14:49:40.314] iteration 1750 : loss : 72.696030, loss_ce: 0.042914, loss_kd: 360.928101
[14:49:46.048] iteration 1760 : loss : 59.214066, loss_ce: 0.037966, loss_kd: 293.515411
[14:49:51.785] iteration 1770 : loss : 62.139343, loss_ce: 0.008066, loss_kd: 308.241028
[14:49:57.517] iteration 1780 : loss : 46.196651, loss_ce: 0.022035, loss_kd: 228.513672
[14:50:03.261] iteration 1790 : loss : 67.406830, loss_ce: 0.025660, loss_kd: 334.505127
[14:50:08.994] iteration 1800 : loss : 61.106831, loss_ce: 0.021234, loss_kd: 303.036316
[14:50:14.734] iteration 1810 : loss : 75.181252, loss_ce: 0.020739, loss_kd: 373.355499
[14:50:20.477] iteration 1820 : loss : 57.892361, loss_ce: 0.011611, loss_kd: 286.960175
[14:50:26.228] iteration 1830 : loss : 51.017780, loss_ce: 0.022256, loss_kd: 252.550446
[14:50:31.973] iteration 1840 : loss : 46.772354, loss_ce: 0.011400, loss_kd: 231.383606
[14:50:37.721] iteration 1850 : loss : 49.837788, loss_ce: 0.017553, loss_kd: 246.713104
[14:50:54.216] iteration 1860 : loss : 53.707745, loss_ce: 0.019280, loss_kd: 266.034058
[14:50:59.909] iteration 1870 : loss : 41.334824, loss_ce: 0.026809, loss_kd: 204.170898
[14:51:05.597] iteration 1880 : loss : 46.477837, loss_ce: 0.011982, loss_kd: 229.905350
[14:51:11.298] iteration 1890 : loss : 34.922226, loss_ce: 0.023075, loss_kd: 172.138077
[14:51:17.000] iteration 1900 : loss : 40.448521, loss_ce: 0.014645, loss_kd: 199.746918
[14:51:22.719] iteration 1910 : loss : 37.560207, loss_ce: 0.017471, loss_kd: 185.313049
[14:51:28.430] iteration 1920 : loss : 40.021801, loss_ce: 0.024971, loss_kd: 197.639786
[14:51:34.152] iteration 1930 : loss : 42.945034, loss_ce: 0.024689, loss_kd: 212.175552
[14:51:39.863] iteration 1940 : loss : 34.073105, loss_ce: 0.018785, loss_kd: 167.845856
[14:51:45.588] iteration 1950 : loss : 40.975193, loss_ce: 0.011178, loss_kd: 202.383698
[14:51:51.305] iteration 1960 : loss : 43.559597, loss_ce: 0.039316, loss_kd: 215.294189
[14:51:57.035] iteration 1970 : loss : 38.124794, loss_ce: 0.019254, loss_kd: 188.131531
[14:52:02.756] iteration 1980 : loss : 37.253246, loss_ce: 0.027465, loss_kd: 183.776245
[14:52:08.484] iteration 1990 : loss : 40.546280, loss_ce: 0.027135, loss_kd: 200.176376
[14:52:14.210] iteration 2000 : loss : 33.666553, loss_ce: 0.015973, loss_kd: 165.829407
[14:52:19.948] iteration 2010 : loss : 36.888851, loss_ce: 0.027087, loss_kd: 181.942795
[14:52:25.679] iteration 2020 : loss : 42.417904, loss_ce: 0.020550, loss_kd: 209.574890
[14:52:31.424] iteration 2030 : loss : 38.655998, loss_ce: 0.018469, loss_kd: 190.771561
[14:52:37.155] iteration 2040 : loss : 42.616894, loss_ce: 0.031342, loss_kd: 210.575836
[14:52:42.901] iteration 2050 : loss : 34.435417, loss_ce: 0.023374, loss_kd: 169.619308
[14:52:48.651] iteration 2060 : loss : 36.713894, loss_ce: 0.025018, loss_kd: 181.073776
[14:52:54.399] iteration 2070 : loss : 40.866039, loss_ce: 0.020719, loss_kd: 201.837738
[14:53:00.135] iteration 2080 : loss : 43.378380, loss_ce: 0.020277, loss_kd: 214.338867
[14:53:17.015] iteration 2090 : loss : 54.735813, loss_ce: 0.015373, loss_kd: 271.172760
[14:53:22.692] iteration 2100 : loss : 52.573498, loss_ce: 0.014187, loss_kd: 260.402954
[14:53:28.392] iteration 2110 : loss : 32.887993, loss_ce: 0.021472, loss_kd: 161.961105
[14:53:34.084] iteration 2120 : loss : 65.463829, loss_ce: 0.023774, loss_kd: 324.815521
[14:53:39.794] iteration 2130 : loss : 55.701733, loss_ce: 0.017252, loss_kd: 276.003235
[14:53:45.501] iteration 2140 : loss : 64.929703, loss_ce: 0.040578, loss_kd: 322.133301
[14:53:51.215] iteration 2150 : loss : 96.660393, loss_ce: 0.013231, loss_kd: 480.821869
[14:53:56.927] iteration 2160 : loss : 112.783875, loss_ce: 0.019768, loss_kd: 561.439514
[14:54:02.652] iteration 2170 : loss : 70.291214, loss_ce: 0.035933, loss_kd: 348.899292
[14:54:08.363] iteration 2180 : loss : 86.565689, loss_ce: 0.014256, loss_kd: 430.301239
[14:54:14.092] iteration 2190 : loss : 92.498825, loss_ce: 0.023382, loss_kd: 460.008453
[14:54:19.817] iteration 2200 : loss : 149.427017, loss_ce: 0.023593, loss_kd: 744.594849
[14:54:25.547] iteration 2210 : loss : 71.316109, loss_ce: 0.010368, loss_kd: 354.099487
[14:54:31.276] iteration 2220 : loss : 74.248276, loss_ce: 0.022409, loss_kd: 368.694702
[14:54:37.018] iteration 2230 : loss : 88.267761, loss_ce: 0.032556, loss_kd: 438.794617
[14:54:42.747] iteration 2240 : loss : 89.767143, loss_ce: 0.034982, loss_kd: 446.283966
[14:54:48.487] iteration 2250 : loss : 63.251034, loss_ce: 0.032543, loss_kd: 313.701996
[14:54:54.213] iteration 2260 : loss : 86.025124, loss_ce: 0.019478, loss_kd: 427.637512
[14:54:59.954] iteration 2270 : loss : 75.707123, loss_ce: 0.024259, loss_kd: 375.993469
[14:55:05.682] iteration 2280 : loss : 69.558090, loss_ce: 0.014578, loss_kd: 345.239807
[14:55:11.434] iteration 2290 : loss : 80.938683, loss_ce: 0.016230, loss_kd: 402.170654
[14:55:17.176] iteration 2300 : loss : 76.734619, loss_ce: 0.018690, loss_kd: 381.126434
[14:55:22.934] iteration 2310 : loss : 52.146446, loss_ce: 0.030417, loss_kd: 258.219940
[14:55:28.619] iteration 2320 : loss : 87.850296, loss_ce: 0.026866, loss_kd: 436.739594
[14:55:29.327] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_9.pth
[14:55:45.134] iteration 2330 : loss : 55.670269, loss_ce: 0.027148, loss_kd: 275.833038
[14:55:50.819] iteration 2340 : loss : 65.838326, loss_ce: 0.033193, loss_kd: 326.652527
[14:55:56.518] iteration 2350 : loss : 61.325283, loss_ce: 0.021201, loss_kd: 304.131042
[14:56:02.213] iteration 2360 : loss : 66.229729, loss_ce: 0.011562, loss_kd: 328.670532
[14:56:07.921] iteration 2370 : loss : 63.254936, loss_ce: 0.028862, loss_kd: 313.770020
[14:56:13.627] iteration 2380 : loss : 51.900673, loss_ce: 0.014925, loss_kd: 257.027100
[14:56:19.343] iteration 2390 : loss : 65.976921, loss_ce: 0.011655, loss_kd: 327.383881
[14:56:25.047] iteration 2400 : loss : 79.263130, loss_ce: 0.030389, loss_kd: 393.819824
[14:56:30.773] iteration 2410 : loss : 50.822758, loss_ce: 0.029596, loss_kd: 251.570572
[14:56:36.487] iteration 2420 : loss : 64.365120, loss_ce: 0.040810, loss_kd: 319.295837
[14:56:42.215] iteration 2430 : loss : 70.934898, loss_ce: 0.022554, loss_kd: 352.167847
[14:56:47.942] iteration 2440 : loss : 83.461632, loss_ce: 0.019391, loss_kd: 414.806671
[14:56:53.674] iteration 2450 : loss : 72.159737, loss_ce: 0.023867, loss_kd: 358.305847
[14:56:59.406] iteration 2460 : loss : 94.105865, loss_ce: 0.020646, loss_kd: 467.999115
[14:57:05.156] iteration 2470 : loss : 67.903488, loss_ce: 0.018076, loss_kd: 337.044495
[14:57:10.893] iteration 2480 : loss : 61.234856, loss_ce: 0.022658, loss_kd: 303.674011
[14:57:16.644] iteration 2490 : loss : 105.922440, loss_ce: 0.009187, loss_kd: 527.144226
[14:57:22.379] iteration 2500 : loss : 99.808769, loss_ce: 0.011456, loss_kd: 496.520569
[14:57:28.132] iteration 2510 : loss : 70.987518, loss_ce: 0.029649, loss_kd: 352.414581
[14:57:33.868] iteration 2520 : loss : 68.037354, loss_ce: 0.008069, loss_kd: 337.638367
[14:57:39.614] iteration 2530 : loss : 69.227081, loss_ce: 0.023707, loss_kd: 343.641571
[14:57:45.361] iteration 2540 : loss : 61.146370, loss_ce: 0.014767, loss_kd: 303.234497
